8.324426408004218e+00,-2.078553514647818e+00,-2.732861440336058e+00
2.123391106782762e+00,-1.336381567063083e+00,2.820431012275558e+00
1.818249672071006e+00,-4.393001578296403e-01,2.925652348766230e+00
1.834045098534338e+00,2.851759613930136e+00,1.937717686458496e+00
3.042422429595377e+00,-3.003262178416403e+00,-1.227647894755076e+00
5.247564316322379e+00,1.423443841361163e-01,-2.527900661943713e+00
4.319450186421157e+00,9.241456886204249e-01,1.157570245278412e+00
2.912291401980419e+00,-4.535495872800023e+00,-3.760329720066755e-01
6.118528947223795e+00,1.075448519014383e+00,-2.374803809498947e+00
1.394938606520418e+00,-3.294758763127085e+00,-3.030436752407351e-02
