7.245982868476290e+00,-5.589644309338135e-01,1.416051527251208e+00
1.115929999572475e+00,3.187176650501655e-01,-2.434165888565063e+00
6.083195000077717e+00,3.736185287372153e+00,-5.794476992184201e-01
2.810497501668892e+00,4.955689004906878e+00,2.427699413250693e+00
1.734960503550220e+00,8.271444934468155e-01,-2.845047030937484e+00
3.797515229193174e+00,3.124738210441716e+00,2.899166125023397e+00
8.014457762229537e+00,-1.730589756633247e+00,1.125711616862036e+00
3.920935769045727e+00,-1.942560425527089e+00,8.254596124452176e-01
7.507696492110557e+00,-9.729627900543978e-01,-1.441618708503013e+00
1.254862967991507e+00,1.725072626736491e+00,-1.578387742036868e+00
7.727714196650791e+00,1.821916892550988e+00,2.777533709608711e+00
2.369333249066487e+00,-1.847605653505492e+00,-1.267491551609558e+00
6.773931298888728e+00,-3.667900758633713e+00,1.731050832394969e+00
5.657815548409964e+00,1.323962564655085e+00,-6.715355471630553e-01
9.291447172116873e+00,-3.716741378112355e+00,-2.266633522070395e+00
3.873225179753140e+00,7.849250822933005e-01,-3.074266452548259e+00
6.616518883444045e-01,1.934221280563090e+00,2.780770496691192e-01
1.915548555125290e-01,2.006114963944516e+00,2.989406482173916e+00
8.268585609727531e+00,2.534721106595967e+00,-8.222415442996032e-01
5.247356376614322e+00,3.728594215656646e+00,-8.972870288075101e-01
7.752440518349493e+00,-4.100803521156493e-04,-9.796012559945257e-01
2.344256000115147e+00,2.302491895295712e+00,1.290807367069742e-01
3.450837455132337e+00,1.191727353658367e+00,-3.728135326682667e-01
3.010387221131894e-01,-3.133600602023174e+00,2.387074000633794e+00
9.614923245741121e+00,-4.743103551305918e+00,3.468815744103271e-02
6.678679067008134e+00,-2.154586143230662e+00,4.874393492189233e-02
9.332050877593062e+00,-5.696629366238062e-01,-2.272178282710584e+00
2.654964074290723e+00,1.171059444286563e+00,3.033141990642756e+00
6.114636112256608e+00,3.499593305032054e+00,-1.570966658489556e+00
6.784999682926378e+00,-3.037542832938343e+00,-2.680632622852686e+00
3.175497002575884e+00,-3.744502101015229e+00,1.025078114482494e+00
8.481092350156301e+00,4.634799474743275e+00,5.992045757687121e-01
9.471614629002477e+00,-3.919554406235929e+00,-5.331555800831129e-01
8.848551176960044e+00,-2.150892989281079e-01,-4.888806128653891e-01
7.390669759393726e+00,8.556372879330185e-01,1.791109440325938e+00
2.774646797249540e+00,4.137442090743821e-01,-1.911893868886352e+00
2.816160421056317e+00,-4.139678429670568e+00,2.012210948170029e+00
9.633603204460378e+00,-4.429730859963806e+00,9.346056805105469e-01
1.028449593569203e-01,-3.945165725389643e+00,-5.091279268259306e-01
7.160499732421445e+00,8.558768387261253e-01,-2.637139796022376e-01
7.062461625552622e+00,4.434488763432114e-01,-1.529030692269441e+00
6.226895409497974e+00,-2.662592079632558e+00,1.584081070931018e+00
9.901088460868658e+00,1.377741418455916e+00,8.089439168618195e-02
3.118794357637253e+00,3.200675020556494e+00,-1.125604104842151e+00
3.399718637932482e+00,-4.584210401534063e+00,6.035006761021009e-01
7.893940294655555e-01,-1.870056451957591e-02,3.114791425391596e+00
4.427981365437375e+00,1.893104121026903e+00,-4.067590932822420e-01
2.610485262348481e+00,-2.476880729303129e+00,2.643282028229021e+00
3.433867021776442e+00,-1.922290947068509e+00,-9.737879142462282e-01
8.345717902556277e+00,1.136379029893838e+00,-2.797696913616555e+00
9.354845135274957e+00,3.979352934437369e+00,-1.858301651748271e+00
1.857330720051856e+00,3.099244203028993e+00,-5.108534808458369e-01
3.725089315534658e+00,8.313021909958351e-01,-1.761585697300960e+00
9.286305621153941e+00,2.302217177572492e+00,-3.140166130392682e+00
6.180846068922263e-01,-1.351775297922013e+00,2.607531564432198e+00
9.236052811137851e-01,1.409655280987577e+00,2.160658064087740e+00
1.627909892062294e+00,-3.381840887244305e-01,1.522366988922541e+00
5.952128341268748e+00,-3.100638635424391e+00,-2.087182451896383e+00
1.504722710059975e+00,2.017382738772572e+00,-2.385326000027618e+00
9.680763814507335e+00,5.646463734882197e-01,-2.716819485009359e+00
4.467145272585204e+00,-1.413784180464086e+00,1.407616907277380e+00
5.015179603501664e+00,4.113391900786308e+00,2.694279878195762e+00
2.466586158054065e+00,-4.790658821732667e+00,-4.364563094144973e-01
4.709602524347335e+00,-1.842268487505040e+00,-2.393009733816721e+00
6.619136326370115e+00,-4.431186022223534e+00,7.786638913848254e-02
7.511771369540428e+00,2.665273162216272e+00,-9.498171379702991e-01
7.538680827099130e+00,2.021074541137926e+00,-7.864981961491875e-01
